X,Y,Z,RHO
-70,570,-598.3132857,23.08249
-70,570,-633.1385714,23.89219
-70,570,-670.0242857,24.66914
-70,570,-709.0921429,25.43626
-70,580,-25.05578571,45.60947
-70,580,-26.55668571,47.40577
-70,580,-28.14564286,49.27303
-70,580,-29.82785714,51.21045
-70,580,-31.60884286,53.21061
-70,580,-33.49441429,55.25901
-70,580,-35.49068571,57.33558
-70,580,-37.60404286,59.41683
-70,580,-39.8412,61.47664
-70,580,-42.20914286,63.48515
-70,580,-44.71521429,65.406
-70,580,-47.36702857,67.19346
-70,580,-50.17261429,68.79098
-70,580,-53.14034286,70.13229
-70,580,-56.27901429,71.14522
-70,580,-59.59787143,71.758
-70,580,-63.10662857,71.90683
-70,580,-66.81554286,71.54357
-70,580,-70.73542857,70.64198
-70,580,-74.87771429,69.20111
-70,580,-79.25447143,67.24494
-70,580,-83.8785,64.8184
-70,580,-88.76335714,61.98063
-70,580,-93.92337143,58.79762
-70,580,-99.37372857,55.33613
-70,580,-105.1304714,51.66056
-70,580,-111.2106286,47.83323
-70,580,-117.6322286,43.91709
-70,580,-124.4144143,39.97912
-70,580,-131.5775714,36.09209
-70,580,-139.1433857,32.3333
-70,580,-147.135,28.77993
-70,580,-155.5772857,25.50219
-70,580,-164.4964286,22.55648
-70,580,-173.921,19.98057
-70,580,-183.8811429,17.79211
-70,580,-194.4088571,15.99048
-70,580,-205.5388571,14.56091
-70,580,-217.3074286,13.47949
-70,580,-229.7535714,12.71772
-70,580,-242.9187143,12.24583
-70,580,-256.8464286,12.03439
-70,580,-271.5834286,12.05446
-70,580,-287.1791429,12.27674
-70,580,-303.686,12.67057
-70,580,-321.1597143,13.20355
-70,580,-339.6591429,13.84263
-70,580,-359.2471429,14.55686
-70,580,-379.99,15.32099
-70,580,-401.958,16.11871
-70,580,-425.2257143,16.94393
-70,580,-449.8718571,17.7991
-70,580,-475.9797143,18.69118
-70,580,-503.6375714,19.62652
-70,580,-532.9382857,20.60685
-70,580,-563.9801429,21.62797
-70,580,-596.867,22.68204
-70,580,-631.7085714,23.76241
-70,580,-668.6205714,24.86886
-70,580,-707.7255714,26.01048
-70,590,-25.01944286,45.79284
-70,590,-26.51805714,47.60828
-70,590,-28.1046,49.49577
-70,590,-29.7843,51.45418
-70,590,-31.56264286,53.47517
-70,590,-33.44542857,55.54261
-70,590,-35.43875714,57.63413
-70,590,-37.54901429,59.72337
-70,590,-39.78287143,61.78127
-70,590,-42.1473,63.77522
-70,590,-44.64961429,65.66673
-70,590,-47.29741429,67.40878
-70,590,-50.09871429,68.94446
-70,590,-53.06185714,70.20801
-70,590,-56.19564286,71.12862
-70,590,-59.50928571,71.63671
-70,590,-63.01251429,71.67164
-70,590,-66.71557143,71.18961
-70,590,-70.62927143,70.17004
-70,590,-74.76505714,68.61879
-70,590,-79.135,66.56727
-70,590,-83.75194286,64.06752
-70,590,-88.62941429,61.18441
-70,590,-93.7818,57.98736
-70,590,-99.22428571,54.54367
-70,590,-104.9729429,50.91542
-70,590,-111.0448286,47.16004
-70,590,-117.458,43.33383
-70,590,-124.2316286,39.49619
-70,590,-131.3861143,35.71242
-70,590,-138.9432,32.05321
-70,590,-146.9261429,28.59062
-70,590,-155.3595714,25.39155
-70,590,-164.2701429,22.51082
-70,590,-173.686,19.98615
-70,590,-183.6377143,17.83616
-70,590,-194.1572857,16.06176
-70,590,-205.2791429,14.64983
-70,590,-217.04,13.57793
-70,590,-229.4787143,12.81864
-70,590,-242.6365714,12.34278
-70,590,-256.5574286,12.12106
-70,590,-271.2881429,12.12439
-70,590,-286.8778571,12.32329
-70,590,-303.3791429,12.68721
-70,590,-320.848,13.18455
-70,590,-339.3434286,13.78407
-70,590,-358.9281429,14.45772
-70,590,-379.669,15.18403
-70,590,-401.6365714,15.95092
-70,590,-424.9055714,16.75635
-70,590,-449.555,17.60623
-70,590,-475.6688571,18.51004
-70,590,-503.3352857,19.47565
-70,590,-532.648,20.50534
-70,590,-563.7055714,21.59463
-70,590,-596.6122857,22.73465
-70,590,-631.4781429,23.91727
-70,590,-668.4194286,25.14064
-70,590,-707.5591429,26.41238
-70,600,-24.86472857,44.67561
-70,600,-26.35428571,46.44071
-70,600,-27.93125714,48.2747
-70,600,-29.60085714,50.1755
-70,600,-31.36855714,52.13418
-70,600,-33.24017143,54.13444
-70,600,-35.22184286,56.15419
-70,600,-37.31994286,58.1678
-70,600,-39.54124286,60.14715
-70,600,-41.89274286,62.06084
-70,600,-44.38181429,63.87188
-70,600,-47.01612857,65.53516
-70,600,-49.80375714,66.99644
-70,600,-52.75308571,68.19353
-70,600,-55.87298571,69.06021
-70,600,-59.17268571,69.53216
-70,600,-62.66194286,69.55398
-70,600,-66.35101429,69.08611
-70,600,-70.2507,68.11002
-70,600,-74.3724,66.63075
-70,600,-78.7282,64.67588
-70,600,-83.33081429,62.29128
-70,600,-88.19377143,59.5347
-70,600,-93.33132857,56.46893
-70,600,-98.75865714,53.15651
-70,600,-104.4917429,49.65717
-70,600,-110.5475857,46.02839
-70,600,-116.9442286,42.32808
-70,600,-123.7008,38.61759
-70,600,-130.8376714,34.96335
-70,600,-138.3765143,31.43559
-70,600,-146.3404286,28.10422
-70,600,-154.7541429,25.0328
-70,600,-163.6438571,22.27266
-70,600,-173.0378571,19.85872
-70,600,-182.966,17.80828
-70,600,-193.4601429,16.12259
-70,600,-204.5547143,14.79045
-70,600,-216.2855714,13.79246
-70,600,-228.6914286,13.10504
-70,600,-241.8132857,12.70322
-70,600,-255.6947143,12.56197
-70,600,-270.3818571,12.65615
-70,600,-285.9234286,12.95956
-70,600,-302.3718571,13.44365
-70,600,-319.7818571,14.07694
-70,600,-338.212,14.82569
-70,600,-357.724,15.6562
-70,600,-378.3832857,16.53803
-70,600,-400.2595714,17.44703
-70,600,-423.4258571,18.36652
-70,600,-447.9598571,19.28605
-70,600,-473.9438571,20.19795
-70,600,-501.4642857,21.09357
-70,600,-530.6132857,21.96101
-70,600,-561.4877143,22.78624
-70,600,-594.1901429,23.55761
-70,600,-628.8288571,24.27214
-70,600,-665.519,24.94062
-70,600,-704.3814286,25.58881
-80,340,-26.31541429,49.98367
-80,340,-27.88887143,52.59541
-80,340,-29.55432857,55.30667
-80,340,-31.31712857,58.07435
-80,340,-33.1829,60.83869
-80,340,-35.15755714,63.52518
-80,340,-37.24732857,66.0526
-80,340,-39.45871429,68.3441
-80,340,-41.79854286,70.337
-80,340,-44.27397143,71.98753
-80,340,-46.89247143,73.26936
-80,340,-49.66192857,74.16782
-80,340,-52.59055714,74.67267
-80,340,-55.68705714,74.77267
-80,340,-58.96052857,74.45388
-80,340,-62.42058571,73.70207
-80,340,-66.07738571,72.5086
-80,340,-69.94161429,70.87756
-80,340,-74.02457143,68.83159
-80,340,-78.33822857,66.41432
-80,340,-82.89522857,63.68788
-80,340,-87.70897143,60.72632
-80,340,-92.79361429,57.60652
-80,340,-98.1642,54.39946
-80,340,-103.8366714,51.1641
-80,340,-109.8279,47.94504
-80,340,-116.1558,44.77411
-80,340,-122.8393571,41.67459
-80,340,-129.8987429,38.6664
-80,340,-137.3553143,35.77056
-80,340,-145.2318571,33.01159
-80,340,-153.5522857,30.41742
-80,340,-162.3425714,28.01735
-80,340,-171.6298571,25.83869
-80,340,-181.4432857,23.90364
-80,340,-191.8135714,22.22693
-80,340,-202.7735714,20.81488
-80,340,-214.3582857,19.66549
-80,340,-226.6047143,18.76937
-80,340,-239.5522857,18.11091
-80,340,-253.2422857,17.66922
-80,340,-267.7192857,17.41898
-80,340,-283.0298571,17.33113
-80,340,-299.2235714,17.37392
-80,340,-316.3528571,17.51483
-80,340,-334.4732857,17.72331
-80,340,-353.6437143,17.97445
-80,340,-373.9261429,18.25236
-80,340,-395.3865714,18.55239
-80,340,-418.0948571,18.88075
-80,340,-442.1247143,19.25135
-80,340,-467.5545714,19.68033
-80,340,-494.467,20.17977
-80,340,-522.95,20.75242
-80,340,-553.0962857,21.38931
-80,340,-585.0042857,22.07146
-80,340,-618.7781429,22.77571
-80,340,-654.5282857,23.48303
-80,340,-692.3714286,24.18581
-80,340,-732.4315714,24.89074
-80,360,-26.88835714,54.14999
-80,360,-28.49401429,57.05297
-80,360,-30.19337143,60.08011
-80,360,-31.99192857,63.19503
-80,360,-33.89541429,66.34384
-80,360,-35.90988571,69.45629
-80,360,-38.04167143,72.45318
-80,360,-40.29735714,75.25697
-80,360,-42.68388571,77.80111
-80,360,-45.20845714,80.03421
-80,360,-47.87861429,81.91806
-80,360,-50.70222857,83.42129
-80,360,-53.68758571,84.51184
-80,360,-56.84334286,85.15172
-80,360,-60.17862857,85.29614
-80,360,-63.70304286,84.89794
-80,360,-67.42672857,83.9163
-80,360,-71.36038571,82.32769
-80,360,-75.51534286,80.13569
-80,360,-79.90357143,77.37661
-80,360,-84.53774286,74.1187
-80,360,-89.4313,70.45495
-80,360,-94.59847143,66.49158
-80,360,-100.0543857,62.33549
-80,360,-105.8150429,58.08412
-80,360,-111.8974286,53.81969
-80,360,-118.3195143,49.60819
-80,360,-125.1003714,45.50218
-80,360,-132.2602286,41.5452
-80,360,-139.8205286,37.7759
-80,360,-147.8041429,34.23047
-80,360,-156.2352857,30.94274
-80,360,-165.1398571,27.94256
-80,360,-174.5455714,25.2532
-80,360,-184.482,22.88909
-80,360,-194.9807143,20.85459
-80,360,-206.0752857,19.14392
-80,360,-217.8015714,17.74226
-80,360,-230.1975714,16.62726
-80,360,-243.3035714,15.77056
-80,360,-257.1621429,15.13896
-80,360,-271.8184286,14.69526
-80,360,-287.3202857,14.39921
-80,360,-303.7182857,14.20906
-80,360,-321.0661429,14.08463
-80,360,-339.421,13.99181
-80,360,-358.8435714,13.90807
-80,360,-379.3988571,13.82751
-80,360,-401.1554286,13.76351
-80,360,-424.187,13.7478
-80,360,-448.5711429,13.82637
-80,360,-474.3908571,14.05344
-80,360,-501.7335714,14.48569
-80,360,-530.6924286,15.17768
-80,360,-561.3652857,16.17879
-80,360,-593.8557143,17.53108
-80,360,-628.2731429,19.26756
-80,360,-664.7324286,21.4102
-80,360,-703.355,23.96717
-80,360,-744.2688571,26.92766
-80,380,-25.79921429,48.276
-80,380,-27.33968571,50.77011
-80,380,-28.9702,53.37425
-80,380,-30.6961,56.06653
-80,380,-32.52298571,58.81134
-80,380,-34.45678571,61.55962
-80,380,-36.5037,64.25378
-80,380,-38.67018571,66.83505
-80,380,-40.96302857,69.24977
-80,380,-43.38925714,71.45174
-80,380,-45.95624286,73.40022
-80,380,-48.67165714,75.05502
-80,380,-51.5435,76.37127
-80,380,-54.58018571,77.29631
-80,380,-57.7905,77.77032
-80,380,-61.18368571,77.73116
-80,380,-64.76948571,77.12272
-80,380,-68.55814286,75.90515
-80,380,-72.56047143,74.06449
-80,380,-76.78792857,71.61907
-80,380,-81.25261429,68.62075
-80,380,-85.96734286,65.15042
-80,380,-90.9457,61.30907
-80,380,-96.20211429,57.2068
-80,380,-101.7518571,52.95261
-80,380,-107.6111571,48.64713
-80,380,-113.7972429,44.37898
-80,380,-120.3284143,40.22433
-80,380,-127.2241143,36.24813
-80,380,-134.5050714,32.50568
-80,380,-142.1933286,29.04329
-80,380,-150.3124286,25.89789
-80,380,-158.8874286,23.0959
-80,380,-167.9451429,20.65236
-80,380,-177.5141429,18.57083
-80,380,-187.6247143,16.84456
-80,380,-198.3095714,15.45871
-80,380,-209.6031429,14.39298
-80,380,-221.5421429,13.62415
-80,380,-234.1652857,13.12798
-80,380,-247.5142857,12.88004
-80,380,-261.6327143,12.85551
-80,380,-276.5671429,13.02827
-80,380,-292.3665714,13.36962
-80,380,-309.0832857,13.84755
-80,380,-326.7722857,14.42738
-80,380,-345.4922857,15.07401
-80,380,-365.3051429,15.75597
-80,380,-386.2762857,16.44973
-80,380,-408.4754286,17.14281
-80,380,-431.976,17.83417
-80,380,-456.8557143,18.53119
-80,380,-483.197,19.24438
-80,380,-511.0868571,19.98169
-80,380,-540.6175714,20.74451
-80,380,-571.8864286,21.52717
-80,380,-604.9964286,22.32002
-80,380,-640.0567143,23.11511
-80,380,-677.1822857,23.91159
-80,380,-716.495,24.71833
-80,400,-25.9986,47.98857
-80,400,-27.55368571,50.28158
-80,400,-29.19975714,52.67108
-80,400,-30.94218571,55.14132
-80,400,-32.78671429,57.665
-80,400,-34.73932857,60.20363
-80,400,-36.80637143,62.71206
-80,400,-38.99445714,65.14506
-80,400,-41.31051429,67.46273
-80,400,-43.76177143,69.6322
-80,400,-46.3558,71.62501
-80,400,-49.10047143,73.41163
-80,400,-52.00401429,74.95525
-80,400,-55.07504286,76.20746
-80,400,-58.32261429,77.10755
-80,400,-61.75617143,77.58616
-80,400,-65.3857,77.57315
-80,400,-69.22164286,77.0082
-80,400,-73.27504286,75.85161
-80,400,-77.55754286,74.09255
-80,400,-82.08141429,71.75242
-80,400,-86.85965714,68.8825
-80,400,-91.90602857,65.55701
-80,400,-97.2351,61.86382
-80,400,-102.8623,57.89587
-80,400,-108.8039857,53.74505
-80,400,-115.0775286,49.49931
-80,400,-121.7013143,45.24229
-80,400,-128.6949286,41.05385
-80,400,-136.0791714,37.01002
-80,400,-143.8761429,33.18148
-80,400,-152.1095714,29.63055
-80,400,-160.8044286,26.40764
-80,400,-169.9875714,23.54827
-80,400,-179.6878571,21.07177
-80,400,-189.9355714,18.98192
-80,400,-200.7634286,17.26936
-80,400,-212.206,15.91502
-80,400,-224.3002857,14.89362
-80,400,-237.085,14.17664
-80,400,-250.6021429,13.73411
-80,400,-264.8952857,13.5353
-80,400,-280.0112857,13.54841
-80,400,-295.9995714,13.73997
-80,400,-312.9122857,14.07454
-80,400,-330.805,14.51568
-80,400,-349.7364286,15.02833
-80,400,-369.7685714,15.58264
-80,400,-390.9674286,16.15783
-80,400,-413.4027143,16.74469
-80,400,-437.1481429,17.34534
-80,400,-462.282,17.9699
-80,400,-488.8868571,18.6311
-80,400,-517.0501429,19.33849
-80,400,-546.8644286,20.09454
-80,400,-578.4275714,20.89376
-80,400,-611.8428571,21.72564
-80,400,-647.2201429,22.57998
-80,400,-684.6747143,23.45242
-80,400,-724.3294286,24.34723
-80,420,-28.50841429,53.31172
-80,420,-30.20441429,56.38075
-80,420,-31.9992,59.60846
-80,420,-33.89864286,62.97509
-80,420,-35.90898571,66.44352
-80,420,-38.0367,69.95863
-80,420,-40.28858571,73.45287
-80,420,-42.67171429,76.85533
-80,420,-45.1934,80.09988
-80,420,-47.86127143,83.12895
-80,420,-50.68325714,85.89151
-80,420,-53.66761429,88.33716
-80,420,-56.82292857,90.40908
-80,420,-60.15822857,92.03916
-80,420,-63.68295714,93.14749
-80,420,-67.40701429,93.64735
-80,420,-71.34082857,93.45513
-80,420,-75.49538571,92.50346
-80,420,-79.88221429,90.75462
-80,420,-84.51351429,88.21045
-80,420,-89.40208571,84.91617
-80,420,-94.56152857,80.95654
-80,420,-100.0061571,76.44596
-80,420,-105.7511429,71.51524
-80,420,-111.8125857,66.29888
-80,420,-118.2075571,60.92578
-80,420,-124.9542286,55.51435
-80,420,-132.0719143,50.17151
-80,420,-139.5811857,44.99365
-80,420,-147.5038571,40.06744
-80,420,-155.8634286,35.46918
-80,420,-164.6845714,31.26251
-80,420,-173.9938571,27.49532
-80,420,-183.8191429,24.19725
-80,420,-194.1905714,21.37908
-80,420,-205.14,19.03441
-80,420,-216.7008571,17.14342
-80,420,-228.9092857,15.67766
-80,420,-241.8032857,14.60501
-80,420,-255.4234286,13.89377
-80,420,-269.8127143,13.51534
-80,420,-285.0168571,13.44546
-80,420,-301.0844286,13.66384
-80,420,-318.0667143,14.15267
-80,420,-336.0184286,14.89422
-80,420,-354.9971429,15.86808
-80,420,-375.0635714,17.04833
-80,420,-396.2815714,18.4009
-80,420,-418.7185714,19.88103
-80,420,-442.4457143,21.43062
-80,420,-467.5374286,22.97548
-80,420,-494.0722857,24.42358
-80,420,-522.1331429,25.66672
-80,420,-551.8077143,26.5895
-80,420,-583.1884286,27.08794
-80,420,-616.3732857,27.09612
-80,420,-651.4664286,26.61205
-80,420,-688.578,25.70972
-80,420,-727.8254286,24.52824
-80,420,-769.3331429,23.24079
-80,440,-26.00054286,47.34802
-80,440,-27.55665714,49.53868
-80,440,-29.20368571,51.82075
-80,440,-30.94701429,54.18219
-80,440,-32.79235714,56.6009
-80,440,-34.74578571,59.04515
-80,440,-36.81364286,61.4777
-80,440,-39.00261429,63.86169
-80,440,-41.3197,66.16524
-80,440,-43.77221429,68.36258
-80,440,-46.36774286,70.4313
-80,440,-49.11428571,72.34694
-80,440,-52.02014286,74.07696
-80,440,-55.09398571,75.57626
-80,440,-58.3449,76.78561
-80,440,-61.78242857,77.63391
-80,440,-65.41652857,78.04428
-80,440,-69.25768571,77.94308
-80,440,-73.31694286,77.27011
-80,440,-77.6059,75.9878
-80,440,-82.13681429,74.08708
-80,440,-86.9226,71.5887
-80,440,-91.97695714,68.54013
-80,440,-97.31435714,65.00958
-80,440,-102.9501286,61.0794
-80,440,-108.9005143,56.84075
-80,440,-115.1827286,52.39039
-80,440,-121.8150571,47.82916
-80,440,-128.8169,43.26076
-80,440,-136.2089,38.78923
-80,440,-144.013,34.51446
-80,440,-152.2528571,30.5259
-80,440,-160.9531429,26.89617
-80,440,-170.1408571,23.67617
-80,440,-179.8442857,20.89317
-80,440,-190.0938571,18.55224
-80,440,-200.9221429,16.64038
-80,440,-212.3634286,15.132
-80,440,-224.4545714,13.99452
-80,440,-237.2345714,13.19287
-80,440,-250.745,12.69247
-80,440,-265.0297143,12.46046
-80,440,-280.1355714,12.46552
-80,440,-296.112,12.67686
-80,440,-313.0114286,13.06301
-80,440,-330.8891429,13.59138
-80,440,-349.8041429,14.22901
-80,440,-369.8185714,14.94471
-80,440,-390.9982857,15.71184
-80,440,-413.4128571,16.51055
-80,440,-437.136,17.32813
-80,440,-462.2454286,18.15701
-80,440,-488.8238571,18.99093
-80,440,-516.9581429,19.82099
-80,440,-546.7404286,20.63359
-80,440,-578.2682857,21.41198
-80,440,-611.6447143,22.14133
-80,440,-646.9785714,22.81575
-80,440,-684.3852857,23.44397
-80,440,-723.9867143,24.05071
-80,450,-27.95898571,54.40383
-80,450,-29.62622857,57.40165
-80,450,-31.39052857,60.54876
-80,450,-33.25762857,63.82754
-80,450,-35.23357143,67.20455
-80,450,-37.3247,70.63026
-80,450,-39.53764286,74.04455
-80,450,-41.8793,77.38527
-80,450,-44.35684286,80.5956
-80,450,-46.97774286,83.62696
-80,450,-49.74975714,86.43626
-80,450,-52.68095714,88.97944
-80,450,-55.77981429,91.20382
-80,450,-59.05515714,93.04273
-80,450,-62.51625714,94.4143
-80,450,-66.17285714,95.22556
-80,450,-70.0352,95.38166
-80,450,-74.11408571,94.79861
-80,450,-78.42087143,93.41686
-80,450,-82.96755714,91.21241
-80,450,-87.76682857,88.2026
-80,450,-92.83207143,84.44525
-80,450,-98.17744286,80.03183
-80,450,-103.8179571,75.07741
-80,450,-109.7695286,69.71037
-80,450,-116.0489714,64.06455
-80,450,-122.6741571,58.27445
-80,450,-129.6640714,52.47279
-80,450,-137.0388571,46.78836
-80,450,-144.82,41.34247
-80,450,-153.0302857,36.24361
-80,450,-161.694,31.58083
-80,450,-170.8374286,27.41795
-80,450,-180.4882857,23.79041
-80,450,-190.6762857,20.70581
-80,450,-201.433,18.14795
-80,450,-212.7924286,16.08321
-80,450,-224.7905714,14.46767
-80,450,-237.4658571,13.2535
-80,450,-250.8591429,12.3937
-80,450,-265.0135714,11.8449
-80,450,-279.9752857,11.56818
-80,450,-295.793,11.52864
-80,450,-312.5184286,11.69397
-80,450,-330.206,12.03316
-80,450,-348.9138571,12.51579
-80,450,-368.7031429,13.1126
-80,450,-389.6388571,13.79725
-80,450,-411.7897143,14.5486
-80,450,-435.2282857,15.35238
-80,450,-460.0314286,16.20101
-80,450,-486.2802857,17.09117
-80,450,-514.061,18.01965
-80,450,-543.4642857,18.9791
-80,450,-574.586,19.95571
-80,450,-607.5274286,20.93061
-80,450,-642.3957143,21.88524
-80,450,-679.304,22.80922
-80,450,-718.3718571,23.70731
-80,450,-759.7255714,24.60197
-80,460,-26.38512857,49.0134
-80,460,-27.96451429,51.35815
-80,460,-29.6361,53.80304
-80,460,-31.40532857,56.33373
-80,460,-33.27794286,58.92479
-80,460,-35.25998571,61.54018
-80,460,-37.35784286,64.13806
-80,460,-39.57815714,66.67762
-80,460,-41.9279,69.12453
-80,460,-44.41435714,71.45264
-80,460,-47.04512857,73.64112
-80,460,-49.82811429,75.66834
-80,460,-52.7716,77.50486
-80,460,-55.88425714,79.10771
-80,460,-59.17517143,80.41786
-80,460,-62.65385714,81.36184
-80,460,-66.3303,81.85767
-80,460,-70.21505714,81.82437
-80,460,-74.31915714,81.19316
-80,460,-78.65431429,79.91776
-80,460,-83.23284286,77.98153
-80,460,-88.06777143,75.3996
-80,460,-93.1729,72.21625
-80,460,-98.56281429,68.49909
-80,460,-104.2529429,64.33241
-80,460,-110.2596429,59.81186
-80,460,-116.6002286,55.04145
-80,460,-123.2930714,50.13202
-80,460,-130.3576429,45.19976
-80,460,-137.8146714,40.36283
-80,460,-145.6862857,35.7354
-80,460,-153.9958571,31.41965
-80,460,-162.7687143,27.49778
-80,460,-172.0317143,24.02611
-80,460,-181.8135714,21.03304
-80,460,-192.145,18.52111
-80,460,-203.0588571,16.47216
-80,460,-214.5898571,14.85407
-80,460,-226.7754286,13.62735
-80,460,-239.655,12.75039
-80,460,-253.2704286,12.18279
-80,460,-267.6665714,11.88667
-80,460,-282.8902857,11.82647
-80,460,-298.9918571,11.96768
-80,460,-316.0242857,12.27561
-80,460,-334.0435714,12.71499
-80,460,-353.1094286,13.25111
-80,460,-373.285,13.85273
-80,460,-394.637,14.4958
-80,460,-417.2364286,15.16667
-80,460,-441.158,15.86303
-80,460,-466.481,16.59195
-80,460,-493.2894286,17.36533
-80,460,-521.6718571,18.19432
-80,460,-551.7218571,19.08484
-80,460,-583.5384286,20.03574
-80,460,-617.226,21.04046
-80,460,-652.895,22.0914
-80,460,-690.6621429,23.185
-80,460,-730.6507143,24.32469
-80,470,-26.41125714,48.98823
-80,470,-27.99271429,51.30173
-80,470,-29.66652857,53.71313
-80,470,-31.43811429,56.20876
-80,470,-33.31325714,58.76404
-80,470,-35.29798571,61.34406
-80,470,-37.3987,63.90834
-80,470,-39.62208571,66.41754
-80,470,-41.97512857,68.83905
-80,470,-44.46512857,71.14853
-80,470,-47.0997,73.32715
-80,470,-49.8868,75.35545
-80,470,-52.83477143,77.20619
-80,470,-55.95227143,78.83843
-80,470,-59.24845714,80.19473
-80,470,-62.73285714,81.20245
-80,470,-66.41552857,81.77953
-80,470,-70.30702857,81.84374
-80,470,-74.41842857,81.32385
-80,470,-78.76148571,80.17001
-80,470,-83.34851429,78.36095
-80,470,-88.19261429,75.90628
-80,470,-93.30757143,72.84416
-80,470,-98.70801429,69.23578
-80,470,-104.4094143,65.15918
-80,470,-110.4281286,60.70456
-80,470,-116.7815,55.97191
-80,470,-123.4879143,51.07018
-80,470,-130.5668571,46.1162
-80,470,-138.0390714,41.23139
-80,470,-145.9267143,36.53538
-80,470,-154.2531429,32.13715
-80,470,-163.0437143,28.12596
-80,470,-172.3251429,24.56449
-80,470,-182.1262857,21.48607
-80,470,-192.478,18.89643
-80,470,-203.4127143,16.77893
-80,470,-214.9657143,15.10166
-80,470,-227.174,13.82439
-80,470,-240.0771429,12.90426
-80,470,-253.7172857,12.29938
-80,470,-268.1388571,11.97044
-80,470,-283.3891429,11.88059
-80,470,-299.5181429,11.99437
-80,470,-316.5791429,12.27644
-80,470,-334.6281429,12.6913
-80,470,-353.7248571,13.20434
-80,470,-373.9324286,13.78471
-80,470,-395.3177143,14.40893
-80,470,-417.9517143,15.0639
-80,470,-441.9092857,15.74785
-80,470,-467.2698571,16.46825
-80,470,-494.1174286,17.2373
-80,470,-522.5405714,18.06641
-80,470,-552.633,18.96167
-80,470,-584.494,19.92206
-80,470,-618.2278571,20.941
-80,470,-653.9452857,22.0107
-80,470,-691.763,23.12716
-80,470,-731.8042857,24.29322
-80,480,-25.75881429,46.54745
-80,480,-27.30191429,48.67768
-80,480,-28.93518571,50.89596
-80,480,-30.66391429,53.19069
-80,480,-32.49374286,55.54048
-80,480,-34.43058571,57.9145
-80,480,-36.48067143,60.2767
-80,480,-38.65054286,62.59163
-80,480,-40.94705714,64.82921
-80,480,-43.37735714,66.96604
-80,480,-45.94891429,68.98292
-80,480,-48.66952857,70.85961
-80,480,-51.54737143,72.56881
-80,480,-54.59097143,74.07142
-80,480,-57.80925714,75.31434
-80,480,-61.21161429,76.23182
-80,480,-64.8079,76.75031
-80,480,-68.60844286,76.79626
-80,480,-72.62414286,76.3052
-80,480,-76.8665,75.23048
-80,480,-81.34765714,73.54938
-80,480,-86.0804,71.26563
-80,480,-91.07831429,68.40836
-80,480,-96.35574286,65.0285
-80,480,-101.9278429,61.19472
-80,480,-107.8106857,56.99015
-80,480,-114.0213143,52.5105
-80,480,-120.5777571,47.86282
-80,480,-127.4991857,43.16333
-80,480,-134.8060143,38.53289
-80,480,-142.5199429,34.08966
-80,480,-150.6641429,29.93999
-80,480,-159.2635714,26.16954
-80,480,-168.3444286,22.83716
-80,480,-177.9351429,19.97282
-80,480,-188.0658571,17.58005
-80,480,-198.769,15.64153
-80,480,-210.079,14.12626
-80,480,-222.0322857,12.99643
-80,480,-234.6681429,12.21285
-80,480,-248.0277143,11.73837
-80,480,-262.155,11.53913
-80,480,-277.0968571,11.5841
-80,480,-292.9024286,11.84347
-80,480,-309.6242857,12.28667
-80,480,-327.3177143,12.88099
-80,480,-346.0415714,13.59169
-80,480,-365.8578571,14.38378
-80,480,-386.8322857,15.22526
-80,480,-409.0345714,16.09041
-80,480,-432.5381429,16.96164
-80,480,-457.4207143,17.82888
-80,480,-483.7645714,18.6866
-80,480,-511.6562857,19.52993
-80,480,-541.188,20.35178
-80,480,-572.4564286,21.14285
-80,480,-605.5644286,21.89481
-80,480,-640.62,22.60545
-80,480,-677.7381429,23.28337
-80,480,-717.0398571,23.9495
-80,490,-25.91215714,47.58232
-80,490,-27.46418571,49.7725
-80,490,-29.10685714,52.05375
-80,490,-30.84551429,54.4142
-80,490,-32.68581429,56.83198
-80,490,-34.63371429,59.27557
-80,490,-36.69548571,61.70805
-80,490,-38.8777,64.09306
-80,490,-41.18725714,66.39949
-80,490,-43.63131429,68.60287
-80,490,-46.2174,70.68281
-80,490,-48.95335714,72.61769
-80,490,-51.84735714,74.37864
-80,490,-54.90798571,75.92472
-80,490,-58.14418571,77.20075
-80,490,-61.5654,78.13862
-80,490,-65.1815,78.66232
-80,490,-69.00287143,78.69585
-80,490,-73.04045714,78.17289
-80,490,-77.3058,77.04593
-80,490,-81.8111,75.29297
-80,490,-86.56921429,72.92022
-80,490,-91.59378571,69.96083
-80,490,-96.89922857,66.47073
-80,490,-102.5007857,62.52351
-80,490,-108.4146,58.20622
-80,490,-114.6577571,53.61685
-80,490,-121.2484,48.86291
-80,490,-128.2057429,44.05975
-80,490,-135.5502286,39.32685
-80,490,-143.3037143,34.78137
-80,490,-151.4894286,30.52962
-80,490,-160.1321429,26.65835
-80,490,-169.2585714,23.22821
-80,490,-178.8972857,20.2712
-80,490,-189.0784286,17.7924
-80,490,-199.8345714,15.77522
-80,490,-211.2004286,14.18833
-80,490,-223.2127143,12.99268
-80,490,-235.9107143,12.14708
-80,490,-249.3361429,11.61179
-80,490,-263.533,11.35005
-80,490,-278.5481429,11.32774
-80,490,-294.4314286,11.51201
-80,490,-311.2352857,11.86969
-80,490,-329.0158571,12.36637
-80,490,-347.832,12.96721
-80,490,-367.7467143,13.63942
-80,490,-388.8262857,14.35615
-80,490,-411.1411429,15.09992
